text,reading,btype
よう鶏,ようけい,名詞
ようけい,ようけい,名詞
用件,ようけん,名詞
用けん,ようけん,名詞
ようけん,ようけん,名詞
要件,ようけん,名詞
要けん,ようけん,名詞
よう件,ようけん,名詞
ようけん,ようけん,名詞
用言,ようげん,名詞
ようげん,ようげん,名詞
洋行,ようこう,名詞
ようこう,ようこう,名詞
要綱,ようこう,名詞
要こう,ようこう,名詞
よう綱,ようこう,名詞
ようこう,ようこう,名詞
要項,ようこう,名詞
要こう,ようこう,名詞
よう項,ようこう,名詞
ようこう,ようこう,名詞
陽光,ようこう,名詞
ようこう,ようこう,名詞
溶鉱炉,ようこうろ,名詞
溶こう炉,ようこうろ,名詞
よう鉱炉,ようこうろ,名詞
溶鉱ろ,ようこうろ,名詞
ようこう炉,ようこうろ,名詞
溶こうろ,ようこうろ,名詞
よう鉱ろ,ようこうろ,名詞
ようこうろ,ようこうろ,名詞
ようこそ,ようこそ,副詞
擁護,ようご,名詞
よう護,ようご,名詞
ようご,ようご,名詞
養護,ようご,名詞
よう護,ようご,名詞
ようご,ようご,名詞
用語,ようご,名詞
ようご,ようご,名詞
洋裁,ようさい,名詞
洋さい,ようさい,名詞
ようさい,ようさい,名詞
要塞,ようさい,名詞
要砦,ようさい,名詞
要さい,ようさい,名詞
よう塞,ようさい,名詞
よう砦,ようさい,名詞
ようさい,ようさい,名詞
葉酸,ようさん,名詞
葉さん,ようさん,名詞
ようさん,ようさん,名詞
養蚕,ようさん,名詞
養さん,ようさん,名詞
よう蚕,ようさん,名詞
ようさん,ようさん,名詞
溶剤,ようざい,名詞
溶ざい,ようざい,名詞
よう剤,ようざい,名詞
ようざい,ようざい,名詞
用材,ようざい,名詞
用ざい,ようざい,名詞
ようざい,ようざい,名詞
容姿,ようし,名詞
よう姿,ようし,名詞
ようし,ようし,名詞
洋紙,ようし,名詞
ようし,ようし,名詞
用紙,ようし,名詞
ようし,ようし,名詞
要旨,ようし,名詞
よう旨,ようし,名詞
ようし,ようし,名詞
養子,ようし,名詞
よう子,ようし,名詞
ようし,ようし,名詞
様式,ようしき,名詞
ようしき,ようしき,名詞
洋式,ようしき,名詞
ようしき,ようしき,名詞
洋室,ようしつ,名詞
ようしつ,ようしつ,名詞
容赦,ようしゃ,名詞
容しゃ,ようしゃ,名詞
よう赦,ようしゃ,名詞
ようしゃ,ようしゃ,名詞
洋酒,ようしゅ,名詞
ようしゅ,ようしゅ,名詞
陽春,ようしゅん,名詞
ようしゅん,ようしゅん,名詞
洋書,ようしょ,名詞
ようしょ,ようしょ,名詞
要所,ようしょ,名詞
よう所,ようしょ,名詞
ようしょ,ようしょ,名詞
幼少,ようしょう,名詞
よう少,ようしょう,名詞
ようしょう,ようしょう,名詞
要衝,ようしょう,名詞
要しょう,ようしょう,名詞
よう衝,ようしょう,名詞
ようしょう,ようしょう,名詞
養殖,ようしょく,名詞
養しょく,ようしょく,名詞
よう殖,ようしょく,名詞
ようしょく,ようしょく,名詞
洋食,ようしょく,名詞
ようしょく,ようしょく,名詞
要職,ようしょく,名詞
要しょく,ようしょく,名詞
よう職,ようしょく,名詞
ようしょく,ようしょく,名詞
幼時,ようじ,名詞
よう時,ようじ,名詞
ようじ,ようじ,名詞
幼児,ようじ,名詞
よう児,ようじ,名詞
ようじ,ようじ,名詞
楊枝,ようじ,名詞
楊子,ようじ,名詞
よう枝,ようじ,名詞
よう子,ようじ,名詞
ようじ,ようじ,名詞
用事,ようじ,名詞
ようじ,ようじ,名詞
用字,ようじ,名詞
ようじ,ようじ,名詞
幼女,ようじょ,名詞
よう女,ようじょ,名詞
ようじょ,ようじょ,名詞
養女,ようじょ,名詞
よう女,ようじょ,名詞
ようじょ,ようじょ,名詞
養生,ようじょう,名詞
よう生,ようじょう,名詞
ようじょう,ようじょう,名詞
洋上,ようじょう,名詞
ようじょう,ようじょう,名詞
葉状,ようじょう,名詞
葉じょう,ようじょう,名詞
ようじょう,ようじょう,名詞
用心,ようじん,名詞
ようじん,ようじん,名詞
要人,ようじん,名詞
よう人,ようじん,名詞
ようじん,ようじん,名詞
用心深い,ようじんぶかい,形容詞
用心ぶかい,ようじんぶかい,形容詞
用じん深い,ようじんぶかい,形容詞
よう心深い,ようじんぶかい,形容詞
用じんぶかい,ようじんぶかい,形容詞
よう心ぶかい,ようじんぶかい,形容詞
ようじん深い,ようじんぶかい,形容詞
ようじんぶかい,ようじんぶかい,形容詞
用心棒,ようじんぼう,名詞
用心ぼう,ようじんぼう,名詞
ようじんぼう,ようじんぼう,名詞
擁す,ようす,動詞
ようす,ようす,動詞
要す,ようす,動詞
ようす,ようす,動詞
様子,ようす,名詞
ようす,ようす,名詞
揚水,ようすい,名詞
よう水,ようすい,名詞
ようすい,ようすい,名詞
用水,ようすい,名詞
ようすい,ようすい,名詞
羊水,ようすい,名詞
ようすい,ようすい,名詞
擁する,ようする,動詞
ようする,ようする,動詞
要する,ようする,動詞
ようする,ようする,動詞
要するに,ようするに,副詞
ようするに,ようするに,副詞
要請,ようせい,名詞
要せい,ようせい,名詞
よう請,ようせい,名詞
ようせい,ようせい,名詞
養成,ようせい,名詞
養せい,ようせい,名詞
よう成,ようせい,名詞
ようせい,ようせい,名詞
妖精,ようせい,名詞
妖せい,ようせい,名詞
よう精,ようせい,名詞
ようせい,ようせい,名詞
陽性だ,ようせいだ,形容詞
陽せいだ,ようせいだ,形容詞
ようせいだ,ようせいだ,形容詞
容積,ようせき,名詞
容せき,ようせき,名詞
よう積,ようせき,名詞
ようせき,ようせき,名詞
夭折,ようせつ,名詞
夭せつ,ようせつ,名詞
よう折,ようせつ,名詞
ようせつ,ようせつ,名詞
溶接,ようせつ,名詞
溶せつ,ようせつ,名詞
よう接,ようせつ,名詞
ようせつ,ようせつ,名詞
擁せる,ようせる,動詞
ようせる,ようせる,動詞
要せる,ようせる,動詞
ようせる,ようせる,動詞
要素,ようそ,名詞
よう素,ようそ,名詞
ようそ,ようそ,名詞
洋装,ようそう,名詞
洋そう,ようそう,名詞
ようそう,ようそう,名詞
様相,ようそう,名詞
ようそう,ようそう,名詞
用足し,ようたし,名詞
ようたし,ようたし,名詞
容体,ようだい,名詞
容態,ようだい,名詞
よう体,ようだい,名詞
容だい,ようだい,名詞
よう態,ようだい,名詞
ようだい,ようだい,名詞
用立てる,ようだてる,動詞
よう立てる,ようだてる,動詞
用だてる,ようだてる,動詞
ようだてる,ようだてる,動詞
夜討ち,ようち,名詞
夜うち,ようち,名詞
ようち,ようち,名詞
用地,ようち,名詞
ようち,ようち,名詞
幼稚園,ようちえん,名詞
よう稚園,ようちえん,名詞
幼ち園,ようちえん,名詞
ようち園,ようちえん,名詞
ようちえん,ようちえん,名詞
幼稚だ,ようちだ,形容詞
よう稚だ,ようちだ,形容詞
ようちだ,ようちだ,形容詞
幼虫,ようちゅう,名詞
よう虫,ようちゅう,名詞
ようちゅう,ようちゅう,名詞
要注意,ようちゅうい,名詞
よう注意,ようちゅうい,名詞
ようちゅうい,ようちゅうい,名詞
幼鳥,ようちょう,名詞
よう鳥,ようちょう,名詞
ようちょう,ようちょう,名詞
腰椎,ようつい,名詞
腰つい,ようつい,名詞
よう椎,ようつい,名詞
ようつい,ようつい,名詞
腰痛,ようつう,名詞
腰つう,ようつう,名詞
よう痛,ようつう,名詞
ようつう,ようつう,名詞
要諦,ようてい,名詞
要てい,ようてい,名詞
よう諦,ようてい,名詞
ようてい,ようてい,名詞
陽転,ようてん,名詞
ようてん,ようてん,名詞
要点,ようてん,名詞
よう点,ようてん,名詞
ようてん,ようてん,名詞
用途,ようと,名詞
ようと,ようと,名詞
洋陶,ようとう,名詞
洋とう,ようとう,名詞
ようとう,ようとう,名詞
羊頭,ようとう,名詞
ようとう,ようとう,名詞
陽動,ようどう,名詞
ようどう,ようどう,名詞
羊肉,ようにく,名詞
ようにく,ようにく,名詞
容認,ようにん,名詞
容にん,ようにん,名詞
よう認,ようにん,名詞
ようにん,ようにん,名詞
幼年,ようねん,名詞
よう年,ようねん,名詞
ようねん,ようねん,名詞
要は,ようは,副詞
ようは,ようは,副詞
洋品,ようひん,名詞
ようひん,ようひん,名詞
用品,ようひん,名詞
ようひん,ようひん,名詞
曜日,ようび,名詞
ようび,ようび,名詞
養父,ようふ,名詞
よう父,ようふ,名詞
ようふ,ようふ,名詞
洋風,ようふう,名詞
ようふう,ようふう,名詞
洋服,ようふく,名詞
ようふく,ようふく,名詞
養父母,ようふぼ,名詞
よう父母,ようふぼ,名詞
ようふぼ,ようふぼ,名詞
腰部,ようぶ,名詞
よう部,ようぶ,名詞
ようぶ,ようぶ,名詞
養分,ようぶん,名詞
よう分,ようぶん,名詞
ようぶん,ようぶん,名詞
葉柄,ようへい,名詞
葉へい,ようへい,名詞
ようへい,ようへい,名詞
擁壁,ようへき,名詞
擁へき,ようへき,名詞
よう壁,ようへき,名詞
ようへき,ようへき,名詞
用法,ようほう,名詞
用ほう,ようほう,名詞
ようほう,ようほう,名詞
養母,ようぼ,名詞
よう母,ようぼ,名詞
ようぼ,ようぼ,名詞
要望,ようぼう,名詞
要ぼう,ようぼう,名詞
ようぼう,ようぼう,名詞
容貌,ようぼう,名詞
容ぼう,ようぼう,名詞
よう貌,ようぼう,名詞
ようぼう,ようぼう,名詞
洋間,ようま,名詞
ようま,ようま,名詞
葉脈,ようみゃく,名詞
葉みゃく,ようみゃく,名詞
ようみゃく,ようみゃく,名詞
用務,ようむ,名詞
ようむ,ようむ,名詞
用向き,ようむき,名詞
ようむき,ようむき,名詞
羊毛,ようもう,名詞
ようもう,ようもう,名詞
ようやく,ようやく,副詞
要約,ようやく,名詞
要やく,ようやく,名詞
よう約,ようやく,名詞
ようやく,ようやく,名詞
溶融,ようゆう,名詞
溶ゆう,ようゆう,名詞
よう融,ようゆう,名詞
ようゆう,ようゆう,名詞
洋々,ようよう,副詞
洋洋,ようよう,副詞
ようよう,ようよう,副詞
要覧,ようらん,名詞
要らん,ようらん,名詞
よう覧,ようらん,名詞
ようらん,ようらん,名詞
擁立,ようりつ,名詞
よう立,ようりつ,名詞
ようりつ,ようりつ,名詞
容量,ようりょう,名詞
容りょう,ようりょう,名詞
よう量,ようりょう,名詞
ようりょう,ようりょう,名詞
用量,ようりょう,名詞
用りょう,ようりょう,名詞
ようりょう,ようりょう,名詞
要領,ようりょう,名詞
要りょう,ようりょう,名詞
よう領,ようりょう,名詞
ようりょう,ようりょう,名詞
揚力,ようりょく,名詞
よう力,ようりょく,名詞
ようりょく,ようりょく,名詞
葉緑素,ようりょくそ,名詞
葉緑そ,ようりょくそ,名詞
ようりょくそ,ようりょくそ,名詞
用例,ようれい,名詞
用れい,ようれい,名詞
ようれい,ようれい,名詞
養老,ようろう,名詞
養ろう,ようろう,名詞
よう老,ようろう,名詞
ようろう,ようろう,名詞
酔える,よえる,動詞
よえる,よえる,動詞
予科,よか,名詞
よか,よか,名詞
余暇,よか,名詞
よか,よか,名詞
夜風,よかぜ,名詞
よかぜ,よかぜ,名詞
予感,よかん,名詞
よかん,よかん,名詞
余寒,よかん,名詞
よかん,よかん,名詞
ヨガ,よが,名詞
予期,よき,名詞
よき,よき,名詞
余興,よきょう,名詞
余きょう,よきょう,名詞
よきょう,よきょう,名詞
預金,よきん,名詞
よきん,よきん,名詞
余技,よぎ,名詞
よぎ,よぎ,名詞
余儀無い,よぎない,形容詞
余儀ない,よぎない,形容詞
余ぎ無い,よぎない,形容詞
よ儀無い,よぎない,形容詞
余ぎない,よぎない,形容詞
よ儀ない,よぎない,形容詞
よぎ無い,よぎない,形容詞
よぎない,よぎない,形容詞
夜霧,よぎり,名詞
夜ぎり,よぎり,名詞
よぎり,よぎり,名詞
よぎる,よぎる,動詞
よぎれる,よぎれる,動詞
良く,よく,副詞
よく,よく,副詞
欲,よく,名詞
よく,よく,名詞
浴,よく,名詞
よく,よく,名詞
翌朝,よくあさ,名詞
よく朝,よくあさ,名詞
よくあさ,よくあさ,名詞
抑圧,よくあつ,名詞
抑あつ,よくあつ,名詞
よく圧,よくあつ,名詞
よくあつ,よくあつ,名詞
翌月,よくげつ,名詞
よく月,よくげつ,名詞
よくげつ,よくげつ,名詞
翼賛,よくさん,名詞
翼さん,よくさん,名詞
よく賛,よくさん,名詞
よくさん,よくさん,名詞
抑止,よくし,名詞
よく止,よくし,名詞
よくし,よくし,名詞
浴室,よくしつ,名詞
よく室,よくしつ,名詞
よくしつ,よくしつ,名詞
翌週,よくしゅう,名詞
よく週,よくしゅう,名詞
よくしゅう,よくしゅう,名詞
翌春,よくしゅん,名詞
よく春,よくしゅん,名詞
よくしゅん,よくしゅん,名詞
翌日,よくじつ,名詞
よく日,よくじつ,名詞
よくじつ,よくじつ,名詞
浴場,よくじょう,名詞
よく場,よくじょう,名詞
よくじょう,よくじょう,名詞
浴す,よくす,動詞
よくす,よくす,動詞
浴する,よくする,動詞
よくする,よくする,動詞
抑制,よくせい,名詞
抑せい,よくせい,名詞
よく制,よくせい,名詞
よくせい,よくせい,名詞
浴せる,よくせる,動詞
よくせる,よくせる,動詞
浴槽,よくそう,名詞
浴そう,よくそう,名詞
よく槽,よくそう,名詞
よくそう,よくそう,名詞
よくぞ,よくぞ,副詞
翼長,よくちょう,名詞
よく長,よくちょう,名詞
よくちょう,よくちょう,名詞
欲得,よくとく,名詞
欲とく,よくとく,名詞
よく得,よくとく,名詞
よくとく,よくとく,名詞
翌年,よくねん,名詞
よく年,よくねん,名詞
よくねん,よくねん,名詞
欲張りだ,よくばりだ,形容詞
よく張りだ,よくばりだ,形容詞
欲ばりだ,よくばりだ,形容詞
よくばりだ,よくばりだ,形容詞
欲張る,よくばる,動詞
よく張る,よくばる,動詞
欲ばる,よくばる,動詞
よくばる,よくばる,動詞
欲張れる,よくばれる,動詞
よく張れる,よくばれる,動詞
欲ばれる,よくばれる,動詞
よくばれる,よくばれる,動詞
翌晩,よくばん,名詞
翌ばん,よくばん,名詞
よく晩,よくばん,名詞
よくばん,よくばん,名詞
欲深だ,よくふかだ,形容詞
よく深だ,よくふかだ,形容詞
よくふかだ,よくふかだ,形容詞
欲望,よくぼう,名詞
欲ぼう,よくぼう,名詞
よく望,よくぼう,名詞
よくぼう,よくぼう,名詞
欲目,よくめ,名詞
よく目,よくめ,名詞
よくめ,よくめ,名詞
よくも,よくも,副詞
抑揚,よくよう,名詞
抑よう,よくよう,名詞
よく揚,よくよう,名詞
よくよう,よくよう,名詞
浴用,よくよう,名詞
よく用,よくよう,名詞
よくよう,よくよう,名詞
よくよく,よくよく,副詞
翌々日,よくよくじつ,名詞
翌翌日,よくよくじつ,名詞
よくよく日,よくよくじつ,名詞
よくよくじつ,よくよくじつ,名詞
抑留,よくりゅう,名詞
抑りゅう,よくりゅう,名詞
よく留,よくりゅう,名詞
よくりゅう,よくりゅう,名詞
余計,よけい,副詞
余けい,よけい,副詞
よけい,よけい,副詞
余計だ,よけいだ,形容詞
よけいだ,よけいだ,形容詞
よける,よける,動詞
予見,よけん,名詞
よけん,よけん,名詞
予言,よげん,名詞
よげん,よげん,名詞
預言,よげん,名詞
よげん,よげん,名詞
横,よこ,名詞
ヨコ,よこ,名詞
よこ,よこ,名詞
横合い,よこあい,名詞
横合,よこあい,名詞
よこあい,よこあい,名詞
横穴,よこあな,名詞
横あな,よこあな,名詞
よこあな,よこあな,名詞
横糸,よこいと,名詞
よこいと,よこいと,名詞
予行,よこう,名詞
よこう,よこう,名詞
横画,よこかく,名詞
よこかく,よこかく,名詞
横風,よこかぜ,名詞
よこかぜ,よこかぜ,名詞
横顔,よこがお,名詞
よこがお,よこがお,名詞
横書き,よこがき,名詞
よこがき,よこがき,名詞
横切る,よこぎる,動詞
よこ切る,よこぎる,動詞
横ぎる,よこぎる,動詞
よこぎる,よこぎる,動詞
横切れる,よこぎれる,動詞
よこ切れる,よこぎれる,動詞
横ぎれる,よこぎれる,動詞
よこぎれる,よこぎれる,動詞
予告,よこく,名詞
予こく,よこく,名詞
よこく,よこく,名詞
横車,よこぐるま,名詞
よこぐるま,よこぐるま,名詞
よこしまだ,よこしまだ,形容詞
横軸,よこじく,名詞
横じく,よこじく,名詞
よこじく,よこじく,名詞
横縞,よこじま,名詞
横じま,よこじま,名詞
よこじま,よこじま,名詞
寄越す,よこす,動詞
寄こす,よこす,動詞
よ越す,よこす,動詞
遣す,よこす,動詞
よこす,よこす,動詞
横滑り,よこすべり,名詞
横すべり,よこすべり,名詞
よこすべり,よこすべり,名詞
横好き,よこずき,名詞
横ずき,よこずき,名詞
よこずき,よこずき,名詞
横座り,よこずわり,名詞
横ずわり,よこずわり,名詞
よこずわり,よこずわり,名詞
寄越せる,よこせる,動詞
寄こせる,よこせる,動詞
よ越せる,よこせる,動詞
遣せる,よこせる,動詞
よこせる,よこせる,動詞
横たえる,よこたえる,動詞
よこたえる,よこたえる,動詞
横たわる,よこたわる,動詞
よこたわる,よこたわる,動詞
横たわれる,よこたわれる,動詞
よこたわれる,よこたわれる,動詞
横倒し,よこだおし,名詞
横だおし,よこだおし,名詞
よこだおし,よこだおし,名詞
横丁,よこちょう,名詞
横町,よこちょう,名詞
よこちょう,よこちょう,名詞
横付け,よこづけ,名詞
横づけ,よこづけ,名詞
よこづけ,よこづけ,名詞
横綱,よこづな,名詞
横づな,よこづな,名詞
よこづな,よこづな,名詞
横手,よこて,名詞
よこて,よこて,名詞
横取り,よこどり,名詞
よこどり,よこどり,名詞
横流し,よこながし,名詞
よこながし,よこながし,名詞
横長だ,よこながだ,形容詞
よこながだ,よこながだ,形容詞
横殴り,よこなぐり,名詞
横なぐり,よこなぐり,名詞
よこなぐり,よこなぐり,名詞
横波,よこなみ,名詞
よこなみ,よこなみ,名詞
横幅,よこはば,名詞
横はば,よこはば,名詞
よこはば,よこはば,名詞
横這い,よこばい,名詞
横這,よこばい,名詞
横ばい,よこばい,名詞
よこばい,よこばい,名詞
横笛,よこぶえ,名詞
よこぶえ,よこぶえ,名詞
横道,よこみち,名詞
よこみち,よこみち,名詞
横向き,よこむき,名詞
よこむき,よこむき,名詞
横目,よこめ,名詞
よこめ,よこめ,名詞
横槍,よこやり,名詞
横やり,よこやり,名詞
よこやり,よこやり,名詞
横揺れ,よこゆれ,名詞
横ゆれ,よこゆれ,名詞
よこゆれ,よこゆれ,名詞
汚す,よごす,動詞
よごす,よごす,動詞
汚せる,よごせる,動詞
よごせる,よごせる,動詞
夜毎,よごと,名詞
よごと,よごと,名詞
汚れる,よごれる,動詞
よごれる,よごれる,動詞
夜寒,よさむ,名詞
よさむ,よさむ,名詞
予算,よさん,名詞
よさん,よさん,名詞
余罪,よざい,名詞
余ざい,よざい,名詞
よざい,よざい,名詞
由,よし,名詞
よし,よし,名詞
善し悪し,よしあし,名詞
善しあし,よしあし,名詞
よし悪し,よしあし,名詞
よしあし,よしあし,名詞
葦簀,よしず,名詞
葭簀,よしず,名詞
よし簀,よしず,名詞
葦ず,よしず,名詞
葭ず,よしず,名詞
よしず,よしず,名詞
ヨシッ,よしっ,感動詞
よしっ,よしっ,感動詞
誼み,よしみ,名詞
好み,よしみ,名詞
誼,よしみ,名詞
好,よしみ,名詞
よしみ,よしみ,名詞
予習,よしゅう,名詞
よしゅう,よしゅう,名詞
予審,よしん,名詞
予しん,よしん,名詞
よしん,よしん,名詞
余震,よしん,名詞
余しん,よしん,名詞
よしん,よしん,名詞
よしんば,よしんば,副詞
余日,よじつ,名詞
よじつ,よじつ,名詞
攀じ登る,よじのぼる,動詞
攀じ上る,よじのぼる,動詞
攀じのぼる,よじのぼる,動詞
よじ登る,よじのぼる,動詞
よじ上る,よじのぼる,動詞
よじのぼる,よじのぼる,動詞
攀じ登れる,よじのぼれる,動詞
攀じ上れる,よじのぼれる,動詞
攀じのぼれる,よじのぼれる,動詞
よじ登れる,よじのぼれる,動詞
よじ上れる,よじのぼれる,動詞
よじのぼれる,よじのぼれる,動詞
余剰,よじょう,名詞
余じょう,よじょう,名詞
よじょう,よじょう,名詞
余情,よじょう,名詞
余じょう,よじょう,名詞
よじょう,よじょう,名詞
捩る,よじる,動詞
よじる,よじる,動詞
捩れる,よじれる,動詞
よじれる,よじれる,動詞
捩れる,よじれる,動詞
よじれる,よじれる,動詞
余人,よじん,名詞
よじん,よじん,名詞
よす,よす,動詞
四隅,よすみ,名詞
四すみ,よすみ,名詞
よすみ,よすみ,名詞
寄席,よせ,名詞
よせ,よせ,名詞
寄せ集め,よせあつめ,名詞
寄集め,よせあつめ,名詞
よせ集め,よせあつめ,名詞
よせあつめ,よせあつめ,名詞
余勢,よせい,名詞
余せい,よせい,名詞
よせい,よせい,名詞
余生,よせい,名詞
よせい,よせい,名詞
寄せ書き,よせがき,名詞
寄書き,よせがき,名詞
よせ書き,よせがき,名詞
よせがき,よせがき,名詞
寄せ木細工,よせぎざいく,名詞
寄木細工,よせぎざいく,名詞
よせ木細工,よせぎざいく,名詞
よせぎざいく,よせぎざいく,名詞
寄せ付ける,よせつける,動詞
寄付ける,よせつける,動詞
寄せつける,よせつける,動詞
よせ付ける,よせつける,動詞
寄つける,よせつける,動詞
よせつける,よせつける,動詞
寄せ手,よせて,名詞
寄手,よせて,名詞
よせ手,よせて,名詞
よせて,よせて,名詞
寄せる,よせる,動詞
よせる,よせる,動詞
予選,よせん,名詞
予せん,よせん,名詞
よせん,よせん,名詞
余所,よそ,名詞
他所,よそ,名詞
ヨソ,よそ,名詞
よそ,よそ,名詞
余所行き,よそいき,名詞
他所行き,よそいき,名詞
よそ行き,よそいき,名詞
よそいき,よそいき,名詞
予想,よそう,名詞
よそう,よそう,名詞
予想外だ,よそうがいだ,形容詞
よそうがいだ,よそうがいだ,形容詞
装う,よそおう,動詞
よそおう,よそおう,動詞
装える,よそおえる,動詞
よそおえる,よそおえる,動詞
予測,よそく,名詞
予そく,よそく,名詞
よそく,よそく,名詞
余所事,よそごと,名詞
他所事,よそごと,名詞
余所ごと,よそごと,名詞
他所ごと,よそごと,名詞
よそ事,よそごと,名詞
よそごと,よそごと,名詞
余所見,よそみ,名詞
他所見,よそみ,名詞
よそ見,よそみ,名詞
よそみ,よそみ,名詞
余所目,よそめ,名詞
他所目,よそめ,名詞
よそ目,よそめ,名詞
よそめ,よそめ,名詞
余所者,よそもの,名詞
他所者,よそもの,名詞
余所もの,よそもの,名詞
他所もの,よそもの,名詞
よそ者,よそもの,名詞
よそもの,よそもの,名詞
余所ゆき,よそゆき,名詞
他所ゆき,よそゆき,名詞
よそゆき,よそゆき,名詞
余所余所しい,よそよそしい,形容詞
他所他所しい,よそよそしい,形容詞
よそよそしい,よそよそしい,形容詞
夜空,よぞら,名詞
よぞら,よぞら,名詞
預託,よたく,名詞
預たく,よたく,名詞
よたく,よたく,名詞
ヨタヨタ,よたよた,副詞
よたよた,よたよた,副詞
よだつ,よだつ,動詞
与奪,よだつ,名詞
与だつ,よだつ,名詞
よだつ,よだつ,名詞
よだてる,よだてる,動詞
涎,よだれ,名詞
よだれ,よだれ,名詞
予断,よだん,名詞
予だん,よだん,名詞
よだん,よだん,名詞
余談,よだん,名詞
よだん,よだん,名詞
予知,よち,名詞
よち,よち,名詞
余地,よち,名詞
よち,よち,名詞
予兆,よちょう,名詞
予ちょう,よちょう,名詞
よちょう,よちょう,名詞
預貯金,よちょきん,名詞
預ちょ金,よちょきん,名詞
よ貯金,よちょきん,名詞
よちょ金,よちょきん,名詞
よちょきん,よちょきん,名詞
欲求,よっきゅう,名詞
欲きゅう,よっきゅう,名詞
よっ求,よっきゅう,名詞
よっきゅう,よっきゅう,名詞
よって,よって,接続詞
寄って集って,よってたかって,副詞
寄ってたかって,よってたかって,副詞
よって集って,よってたかって,副詞
よってたかって,よってたかって,副詞
ヨット,よっと,名詞
酔っ払う,よっぱらう,動詞
酔っぱらう,よっぱらう,動詞
よっ払う,よっぱらう,動詞
よっぱらう,よっぱらう,動詞
酔っ払える,よっぱらえる,動詞
酔っぱらえる,よっぱらえる,動詞
よっ払える,よっぱらえる,動詞
よっぱらえる,よっぱらえる,動詞
よっぽど,よっぽど,副詞
四つ角,よつかど,名詞
よつかど,よつかど,名詞
世継ぎ,よつぎ,名詞
世継,よつぎ,名詞
世つぎ,よつぎ,名詞
よつぎ,よつぎ,名詞
四つ辻,よつつじ,名詞
四つつじ,よつつじ,名詞
よつつじ,よつつじ,名詞
夜露,よつゆ,名詞
夜つゆ,よつゆ,名詞
よつゆ,よつゆ,名詞
予定,よてい,名詞
よてい,よてい,名詞
与党,よとう,名詞
与とう,よとう,名詞
よとう,よとう,名詞
淀,よど,名詞
澱,よど,名詞
よど,よど,名詞
夜通し,よどおし,副詞
夜どおし,よどおし,副詞
よ通し,よどおし,副詞
よどおし,よどおし,副詞
淀む,よどむ,動詞
澱む,よどむ,動詞
よどむ,よどむ,動詞
淀める,よどめる,動詞
澱める,よどめる,動詞
よどめる,よどめる,動詞
世直し,よなおし,名詞
よなおし,よなおし,名詞
夜中,よなか,名詞
よなか,よなか,名詞
夜長,よなが,名詞
よなが,よなが,名詞
夜泣き,よなき,名詞
夜なき,よなき,名詞
よなき,よなき,名詞
夜なべ,よなべ,名詞
よなべ,よなべ,名詞
夜な夜な,よなよな,副詞
夜なよな,よなよな,副詞
よな夜な,よなよな,副詞
よなよな,よなよな,副詞
世慣れる,よなれる,動詞
世なれる,よなれる,動詞
よ慣れる,よなれる,動詞
よなれる,よなれる,動詞
世に,よに,副詞
よに,よに,副詞
夜逃げ,よにげ,名詞
夜にげ,よにげ,名詞
よにげ,よにげ,名詞
世にも,よにも,副詞
よにも,よにも,副詞
余熱,よねつ,名詞
余ねつ,よねつ,名詞
よねつ,よねつ,名詞
余年,よねん,名詞
よねん,よねん,名詞
余念,よねん,名詞
余ねん,よねん,名詞
よねん,よねん,名詞
世の中,よのなか,名詞
よのなか,よのなか,名詞
余波,よは,名詞
よは,よは,名詞
余白,よはく,名詞
よはく,よはく,名詞
呼ばわり,よばわり,名詞
よばわり,よばわり,名詞
予備,よび,名詞
よび,よび,名詞
呼び起こす,よびおこす,動詞
呼び起す,よびおこす,動詞
呼びおこす,よびおこす,動詞
よび起こす,よびおこす,動詞
よび起す,よびおこす,動詞
よびおこす,よびおこす,動詞
呼び起こせる,よびおこせる,動詞
呼び起せる,よびおこせる,動詞
呼びおこせる,よびおこせる,動詞
よび起こせる,よびおこせる,動詞
よび起せる,よびおこせる,動詞
よびおこせる,よびおこせる,動詞
呼び掛ける,よびかける,動詞
呼掛ける,よびかける,動詞
呼びかける,よびかける,動詞
よび掛ける,よびかける,動詞
呼かける,よびかける,動詞
よびかける,よびかける,動詞
呼び交わす,よびかわす,動詞
呼交わす,よびかわす,動詞
呼びかわす,よびかわす,動詞
よび交わす,よびかわす,動詞
呼かわす,よびかわす,動詞
よびかわす,よびかわす,動詞
呼び交わせる,よびかわせる,動詞
呼交わせる,よびかわせる,動詞
呼びかわせる,よびかわせる,動詞
よび交わせる,よびかわせる,動詞
呼かわせる,よびかわせる,動詞
よびかわせる,よびかわせる,動詞
呼び子,よびこ,名詞
呼子,よびこ,名詞
よび子,よびこ,名詞
よびこ,よびこ,名詞
呼び声,よびごえ,名詞
呼声,よびごえ,名詞
よび声,よびごえ,名詞
よびごえ,よびごえ,名詞
呼び覚ます,よびさます,動詞
呼覚ます,よびさます,動詞
呼びさます,よびさます,動詞
よび覚ます,よびさます,動詞
呼さます,よびさます,動詞
よびさます,よびさます,動詞
呼び覚ませる,よびさませる,動詞
呼覚ませる,よびさませる,動詞
呼びさませる,よびさませる,動詞
よび覚ませる,よびさませる,動詞
呼さませる,よびさませる,動詞
よびさませる,よびさませる,動詞
呼び止める,よびとめる,動詞
呼止める,よびとめる,動詞
呼びとめる,よびとめる,動詞
よび止める,よびとめる,動詞
呼とめる,よびとめる,動詞
